trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
1,XAG_USD,bearish,2023-01-05 00:00:00+00:00,2023-02-02 00:00:00+00:00,23.341060047149657,24.43219316935612,24.43144316935612,22.68683017382578,-1.0,-360.25,0,15,0
2,SPX500_USD,bullish,2023-01-06 00:00:00+00:00,2023-01-13 00:00:00+00:00,3874.5575,4071.143407719207,3756.8409384914926,3945.1874369051043,1.67,601.2,1,15,0
3,SPX500_USD,bullish,2023-01-09 00:00:00+00:00,2023-05-22 00:00:00+00:00,3968.793,4322.1506483912,3757.201144675928,4095.7481131944432,1.67,601.2,1,15,0
4,NAS100_USD,bearish,2023-01-12 00:00:00+00:00,2023-02-01 00:00:00+00:00,11499.3635,12343.502866659075,12343.502116659076,10992.880330004553,-1.0,-360.0,0,19,0
5,XAG_USD,bearish,2023-01-13 00:00:00+00:00,2023-01-24 00:00:00+00:00,24.04409620285034,22.825670102309438,24.77414177203651,23.60606886133864,1.67,600.83,1,14,0
6,SPX500_USD,bullish,2023-01-19 00:00:00+00:00,2023-01-30 00:00:00+00:00,3906.165,4152.338312523252,3758.755381722603,3994.610770966438,1.67,601.2,1,15,0
7,XAG_USD,bullish,2023-01-24 00:00:00+00:00,2023-02-03 00:00:00+00:00,23.629685985565185,23.333407422355336,22.942410257170184,24.042051422602185,-0.43,-155.19,0,15,0
8,ETH_USD,bullish,2023-01-29 00:00:00+00:00,2023-02-13 00:00:00+00:00,1616.4921677246093,1475.809320448153,1487.4260234342823,1693.9318542988055,-1.09,-392.4,0,15,0
9,BTC_USD,bullish,2023-01-29 00:00:00+00:00,2023-03-09 00:00:00+00:00,23096.53470703125,20036.706320051046,20289.353388700787,24780.843498029528,-1.09,-392.4,0,19,0
10,BTC_USD,bullish,2023-01-30 00:00:00+00:00,2023-03-09 00:00:00+00:00,23096.53470703125,20021.094817098183,20275.030908927518,24789.436985893488,-1.09,-392.4,0,19,0
11,BTC_USD,bullish,2023-01-31 00:00:00+00:00,2023-03-09 00:00:00+00:00,23139.283203125,20023.688788993513,20280.940391995195,24854.288889802883,-1.09,-392.4,0,19,0
12,ETH_USD,bullish,2023-02-01 00:00:00+00:00,2023-02-13 00:00:00+00:00,1616.4921677246093,1474.4749173539817,1486.2018004121069,1694.6663881121108,-1.09,-392.4,0,15,0
13,XAG_USD,bullish,2023-02-02 00:00:00+00:00,2023-02-03 00:00:00+00:00,23.629685985565185,22.65543189843633,22.65618189843633,24.2137884378425,-1.0,-360.28,0,14,0
14,XAU_USD,bullish,2023-02-03 00:00:00+00:00,2023-02-06 00:00:00+00:00,1895.398594238281,1864.1124592832612,1864.113209283261,1914.169825211293,-1.0,-360.01,0,19,0
15,ETH_USD,bullish,2023-02-05 00:00:00+00:00,2023-02-13 00:00:00+00:00,1616.4921677246093,1486.0558255500814,1486.0565755500813,1694.753523029326,-1.0,-360.0,0,15,0
16,XAU_USD,bearish,2023-02-09 00:00:00+00:00,2023-03-17 00:00:00+00:00,1862.8517604980468,1958.7876209157307,1950.8656232665642,1810.0434428369365,-1.09,-392.4,0,19,0
17,SPX500_USD,bullish,2023-02-10 00:00:00+00:00,2023-03-10 00:00:00+00:00,4065.119,3856.1745141800443,3873.427499247747,4180.133900451352,-1.09,-392.4,0,15,0
18,ETH_USD,bearish,2023-02-15 00:00:00+00:00,2023-02-16 00:00:00+00:00,1608.9225998535155,1727.933043328248,1727.932293328248,1537.516783768676,-1.0,-360.0,0,15,0
19,NAS100_USD,bearish,2023-02-16 00:00:00+00:00,2023-03-13 00:00:00+00:00,12655.559,11673.636182006148,13069.0005023132,12407.494098612078,2.37,855.0,1,19,0
20,NAS100_USD,bullish,2023-02-21 00:00:00+00:00,2023-03-22 00:00:00+00:00,12123.69,13120.742646859462,11526.652037808706,12481.912777314777,1.67,601.2,1,19,0
21,ETH_USD,bearish,2023-02-24 00:00:00+00:00,2023-03-11 00:00:00+00:00,1608.3731689453125,1359.7536553965115,1757.2475782559718,1519.048523358917,1.67,601.2,1,15,0
22,ETH_USD,bullish,2023-02-25 00:00:00+00:00,2023-03-09 00:00:00+00:00,1570.6920576171874,1434.5710015027976,1445.8110428333434,1645.6206664874937,-1.09,-392.4,0,15,0
23,XAU_USD,bearish,2023-03-03 00:00:00+00:00,2023-03-17 00:00:00+00:00,1845.6864301757812,1966.0657819732055,1966.0650319732056,1773.4592690973266,-1.0,-360.0,0,18,0
24,ETH_USD,bearish,2023-03-12 00:00:00+00:00,2023-03-13 00:00:00+00:00,1582.8960219726562,1699.6507949378886,1699.6500449378887,1512.8436081935167,-1.0,-360.0,0,15,0
25,BTC_USD,bullish,2023-03-12 00:00:00+00:00,2023-03-15 00:00:00+00:00,22163.94921875,26961.618676945138,20143.87755214152,23375.992218715088,2.37,855.0,1,19,0
26,GBP_NZD,bullish,2023-03-12 21:00:00+00:00,2023-03-21 21:00:00+00:00,1.9428452,1.9818591254271372,1.926102494556995,1.952890823265803,2.33,838.87,1,15,0
27,GBP_NZD,bullish,2023-03-12 21:00:00+00:00,2023-03-21 21:00:00+00:00,1.9455383,1.9810706926548314,1.9238123163743523,1.9585738901753884,1.64,588.77,1,15,0
28,EUR_JPY,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,143.533402,142.18326058942972,142.2954282288346,144.27618626269924,-1.09,-392.62,0,15,0
29,USD_JPY,bullish,2023-03-12 21:00:00+00:00,2023-03-19 21:00:00+00:00,133.295704,130.42220552410737,130.66015493954805,134.87703343627118,-1.09,-392.5,0,15,0
30,NZD_CAD,bullish,2023-03-12 21:00:00+00:00,2023-04-09 21:00:00+00:00,0.84772966,0.8435342716542088,0.8397171289632763,0.8525371786220343,-0.52,-188.5,0,15,0
31,GBP_JPY,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,161.996972,159.609809338362,159.8076025856532,163.3105936486081,-1.09,-392.52,0,19,0
32,GBP_JPY,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,162.215,159.57873383133614,159.79709525810654,163.6657428451361,-1.09,-392.51,0,19,0
33,EUR_GBP,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,0.8799350199999999,0.8720069721404903,0.8727569721404903,0.8842418487157057,-1.1,-397.61,0,15,0
34,EUR_GBP,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,0.8817915399999999,0.8719579027018838,0.8727079027018838,0.8872417223788696,-1.08,-389.72,0,15,0
35,NZD_USD,bearish,2023-03-12 21:00:00+00:00,2023-03-22 21:00:00+00:00,0.6199438199999999,0.6309200007866037,0.6293256372354162,0.6143147296587501,-1.17,-421.18,0,15,0
36,CHF_JPY,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,145.33184,147.70072709039,143.912895634497,146.18320661930179,1.67,601.01,1,15,0
37,EUR_NZD,bullish,2023-03-12 21:00:00+00:00,2023-03-14 21:00:00+00:00,1.71933652,1.7009287110690932,1.703136695292746,1.7290564148243524,-1.14,-409.07,0,15,0
38,ETH_USD,bearish,2023-03-13 00:00:00+00:00,2023-03-14 00:00:00+00:00,1619.3493232421874,1697.1259552080508,1697.1252052080508,1572.6837940626694,-1.0,-360.0,0,15,0
39,XAG_USD,bearish,2023-03-13 00:00:00+00:00,2023-03-17 00:00:00+00:00,21.393060123443604,22.110901880754707,22.110151880754707,20.96280506905694,-1.0,-360.38,0,15,0
40,XAG_USD,bearish,2023-03-13 00:00:00+00:00,2023-03-17 00:00:00+00:00,21.185558467864993,22.12931957848993,22.12856957848993,20.619751801490033,-1.0,-360.29,0,15,0
41,BTC_USD,bearish,2023-03-13 00:00:00+00:00,2023-03-14 00:00:00+00:00,22910.16466015625,25388.608758021695,25388.608008021696,21423.098651436983,-1.0,-360.0,0,19,0
42,BTC_USD,bearish,2023-03-13 00:00:00+00:00,2023-03-14 00:00:00+00:00,22392.53227734375,25415.409302091575,25415.408552091576,20578.806512495055,-1.0,-360.0,0,19,0
43,NAS100_USD,bullish,2023-03-13 00:00:00+00:00,2023-03-23 00:00:00+00:00,12015.3825,12957.045495205937,11700.970565039754,12204.029660976148,2.99,1078.2,1,19,0
44,USD_CAD,bullish,2023-03-13 21:00:00+00:00,2023-03-29 21:00:00+00:00,1.36717078,1.350930694249595,1.3529596921555918,1.375697432706645,-1.14,-411.4,0,15,0
